Rank,Symbol,Company Name,"Average market capitalisation from July  01, 2024 to December 31, 2024 (Rs. In lakhs)"
2016,CHETANA,CHETANA EDUCATION LIMITED,17912.17142857143
2017,ANMOL,ANMOL INDIA LIMITED,17857.58245186508
2018,GREENCHEF,GREENCHEF APPLIANCES LIMITED,17841.466954285715
2019,SHEKHAWATI,SHEKHAWATI INDUSTRIES LIMITED,17812.740769230768
2020,FORCAS,FORCAS STUDIO LIMITED,17743.214318181817
2021,TARMAT,TARMAT LIMITED,17713.77920136509
2022,SPLIL,SPL INDUSTRIES LIMITED,17562.080200178574
2023,SETCO,SETCO AUTOMOTIVE LIMITED,17541.77331970238
2024,FONEBOX,FONEBOX RETAIL LIMITED,17524.487142857142
2025,MRO-TEK,MRO-TEK REALTY LIMITED,17510.512029095236
2026,EROSMEDIA,EROS INTL MEDIA LIMITED,17411.248320304352
2027,AISL,ANI INTEGRATED SERVICES LIMITED,17337.112955555556
2028,AKI,AKI INDIA LIMITED,17255.625888563496
2029,APEXECO,APEX ECOTECH LIMITED,17151.16936842105
2030,HOMESFY,HOMESFY REALTY LIMITED,17114.139257142855
2031,UHTL,UNITED HEAT TRANSFER LIMITED,17101.169255813955
2032,JAINAM,JAINAM FERRO ALLOYS (I) LIMITED,17080.22642857143
2033,LATTEYS,LATTEYS INDUSTRIES LIMITED,17058.87438271825
2034,AMBEY,AMBEY LABORATORIES LIMITED,17042.05999652542
2035,REGENCERAM,REGENCY CERAMICS LIMITED,17035.26459046825
2036,BHANDARI,BHANDARI HOSIERY EXPORTS LIMITED,17018.377233249998
2037,RELCHEMQ,RELIANCE CHEMOTEX INDUSTRIES LIMITED,17001.311098178565
2038,ENFUSE,ENFUSE SOLUTIONS LIMITED,16940.064361904762
2039,ANSALAPI,ANSAL PROP & INFRA LIMITED,16901.432286489366
2040,IPSL,INTEGRATED PERSONNEL SERVICES LIMITED,16882.307773690478
2041,GICL,GLOBE INTERNATIONAL CARRIERS LIMITED,16877.32469642857
2042,INDIANCARD,INDIAN CARD CLOTHING COMPANY LIMITED,16876.340756825397
2043,MITCON,MITCON CONSULTANCY & ENGINEERING SERVICES LIMITED,16816.099624095245
2044,ZENITHDRUG,ZENITH DRUGS LIMITED,16790.44452063492
2045,DIGIDRIVE,DIGIDRIVE DISTRIBUTORS LIMITED,16772.007860178575
2046,HVAX,HVAX TECHNOLOGIES LIMITED,16713.257574152543
2047,TOUCHWOOD,TOUCHWOOD ENTERTAINMENT LIMITED,16639.272090365077
2048,WIPL,THE WESTERN INDIA PLYWOODS LIMITED,16629.103806317456
2049,KAKATCEM,KAKATIYA CEMENT SUGAR & INDUSTRIES LIMITED,16628.208225265877
2050,HPIL,HINDPRAKASH INDUSTRIES LIMITED,16525.321934190473
2051,RAPPID,RAPPID VALVES (INDIA) LIMITED,16520.89308806349
2052,SHRITECH,SHRI TECHTEX LIMITED,16510.76150793651
2053,SURYALAXMI,SURYALAKSHMI COTTON MILLS LIMITED,16491.119967515868
2054,ACCURACY,ACCURACY SHIPPING LIMITED,16430.03923809524
2055,PULZ,PULZ ELECTRONICS LIMITED,16399.010222222223
2056,DRSDILIP,DRS DILIP ROADLINES LIMITED,16343.842912369057
2057,DBSTOCKBRO,DB (INTERNATIONAL) STOCK BROKERS LIMITED,16304.027777777777
2058,BHARATGEAR,BHARAT GEARS LIMITED,16206.605645134925
2059,EFORCE,ELECTRO FORCE (INDIA) LIMITED,16026.029256309535
2060,ASHALOG,ASHAPURA LOGISTICS LIMITED,16008.50382031683
2061,PATINTLOG,PATEL INTEGRATED LOGISTICS LIMITED,15987.623138718256
2062,BEARDSELL,BEARDSELL LIMITED,15931.327330952383
2063,ARTNIRMAN,ART NIRMAN LIMITED,15912.935917460318
2064,PRAMARA,PRAMARA PROMOTIONS LIMITED,15890.514472857143
2065,AKSHOPTFBR,AKSH OPTIFIBRE LIMITED,15780.41193327778
2066,ZENITHEXPO,ZENITH EXPORTS LIMITED,15703.301636904762
2067,PRAKASHSTL,PRAKASH STEELAGE LIMITED,15669.201586492063
2068,KOHINOOR,KOHINOOR FOODS LIMITED,15668.164467079358
2069,ALUWIND,ALUWIND ARCHITECTURAL LIMITED,15638.394262936508
2070,SALONA,SALONA COTSPIN LIMITED,15580.00344126984
2071,DESTINY,DESTINY LOGISTICS & INFRA LIMITED,15572.045365079364
2072,BTML,BODHI TREE MULTIMEDIA LIMITED,15477.585269841271
2073,AAREYDRUGS,AAREY DRUGS & PHARMACEUTICALS LIMITED,15450.04303264285
2074,PKTEA,THE PERIA KARAMALAI TEA & PRODUCE COMPANY LIMITED,15357.525477432542
2075,DECCANTRAN,DECCAN TRANSCON LEASING LIMITED,15353.75899531344
2076,GAYAPROJ,GAYATRI PROJECTS LIMITED,15348.992179131947
2077,KEL,KUNDAN EDIFICE LIMITED,15341.924952380952
2078,VISESHINFO,VISESH INFOTECNICS LIMITED,15327.494938130434
2079,SRIVASAVI,SRIVASAVI ADHESIVE TAPES LIMITED,15311.642821523814
2080,IBLFL,IBL FINANCE LIMITED,15302.8747875
2081,3RDROCK,3RD ROCK MULTIMEDIA LIMITED,15291.83865079365
2082,AVROIND,AVRO INDIA LIMITED,15260.955260317462
2083,SOTAC,SOTAC PHARMACEUTICALS LIMITED,15237.555357142855
2084,ASCOM,ASCOM LEASING & INVESTMENTS LIMITED,15229.967999761906
2085,PALASHSECU,PALASH SECURITIES LIMITED,15226.309037948411
2086,MADHAVBAUG,VAIDYA SANE AYURVED LABORATORIES LIMITED,15220.054556746032
2087,AAATECH,AAA TECHNOLOGIES LIMITED,15208.13614
2088,STEELCITY,STEEL CITY SECURITIES LIMITED,15150.653790551583
2089,PRUDMOULI,PRUDENTIAL SUGAR CORPORATION LIMITED,15059.09872063492
2090,PIONEEREMB,PIONEER EMBROIDERIES LIMITED,14872.592979150792
2091,VASWANI,VASWANI INDUSTRIES LIMITED,14866.595238095239
2092,TOTAL,TOTAL TRANSPORT SYSTEMS LIMITED,14837.519115170637
2093,LOTUSEYE,LOTUS EYE HOSPITAL AND INSTITUTE LIMITED,14727.102644753972
2094,AUSOMENT,AUSOM ENTERPRISE LIMITED,14676.047078384916
2095,SWASTIK,SWASTIK PIPE LIMITED,14656.101233333333
2096,CUBEXTUB,CUBEX TUBINGS LIMITED,14651.311591190477
2097,TFL,TRANSWARRANTY FINANCE LIMITED,14644.86389428571
2098,SHUBHSHREE,SHUBHSHREE BIOFUELS ENERGY LIMITED,14633.904698630138
2099,GLOBE,GLOBE TEXTILES (INDIA) LIMITED,14625.264868150804
2100,LPDC,LANDMARK PROPERTY DEVELOPMENT COMPANY LIMITED,14597.011527333329
2101,SFML,SUPREME FACILITY MANAGEMENT LIMITED,14549.9112
2102,BAWEJA,BAWEJA STUDIOS LIMITED,14514.188208277783
2103,APRAMEYA,APRAMEYA ENGINEERING LIMITED,14501.889230769231
2104,SHAHALLOYS,SHAH ALLOYS LIMITED,14492.286362365081
2105,SEMAC,SEMAC CONSULTANTS LIMITED,14451.322338500002
2106,VEEKAYEM,VEEKAYEM FASHION AND APPARELS LIMITED,14372.175478333333
2107,TPHQ,TEAMO PRODUCTIONS HQ LIMITED,14307.251663809524
2108,FIBERWEB,FIBERWEB (INDIA) LIMITED,14164.812952523804
2109,FRETAIL,FUTURE RETAIL LIMITED    ,14162.652529916668
2110,DHANLAXMI,DHANLAXMI CROP SCIENCE LIMITED,14137.079272727273
2111,MOTOGENFIN,THE MOTOR & GENERAL FINANCE LIMITED,14087.414928753971
2112,ZENITHSTL,ZENITH STEEL PIPES & INDUSTRIES LIMITED,14071.875070210313
2113,NMSTEEL,NEWMALAYALAM STEEL LIMITED,14057.700066666668
2114,MACOBSTECH,MACOBS TECHNOLOGIES LIMITED,14049.61154909091
2115,PSFL,PARAMOUNT SPECIALITY FORGINGS LIMITED,14047.729287878787
2116,AESTHETIK,AESTHETIK ENGINEERS LIMITED,14026.29052093085
2117,GOYALALUM,GOYAL ALUMINIUMS LIMITED,13890.504933666663
2118,SUNDARAM,SUNDARAM MULTI PAP LIMITED,13792.475848555552
2119,DTL,DIENSTEN TECH LIMITED,13714.704212443547
2120,SOMATEX,SOMA TEXTILES & INDUSTRIES LIMITED,13678.860433333333
2121,AHLADA,AHLADA ENGINEERS LIMITED,13560.13829047619
2122,HOLMARC,HOLMARC OPTO-MECHATRONICS LIMITED,13548.596428571429
2123,TRANSTEEL,TRANSTEEL SEATING TECHNOLOGIES LIMITED,13522.884711547618
2124,TERASOFT,TERA SOFTWARE LIMITED,13518.266672599206
2125,EXCEL,EXCEL REALTY N INFRA LIMITED,13486.692612845238
2126,SAMPANN,SAMPANN UTPADAN INDIA LIMITED,13481.456404761906
2127,SEL,SUNGARNER ENERGIES LIMITED,13445.575520873015
2128,LASA,LASA SUPERGENERICS LIMITED,13346.61220360317
2129,AJOONI,AJOONI BIOTECH LIMITED,13339.856561301589
2130,SCML,SHARP CHUCKS AND MACHINES LIMITED,13330.811762761903
2131,PARTYCRUS,PARTY CRUISERS LIMITED,13292.427166507936
2132,AUSL,ADITYA ULTRA STEEL LIMITED,13271.03885671233
2133,AMDIND,AMD INDUSTRIES LIMITED,13236.92194036508
2134,BRACEPORT,BRACE PORT LOGISTICS LIMITED,13033.815225
2135,BVCL,BARAK VALLEY CEMENTS LIMITED,13000.322285714285
2136,IDENTICAL,IDENTICAL BRAINS STUDIOS LIMITED,12982.77737375
2137,FCONSUMER,FUTURE CONSUMER LIMITED  ,12788.418139851852
2138,AARVEEDEN,AARVEE DENIMS & EXPORTS LIMITED,12760.902353333333
2139,BANKA,BANKA BIOLOO LIMITED,12733.241638107147
2140,WOMANCART,WOMANCART LIMITED,12645.069373809523
2141,MASTER,MASTER COMPONENTS LIMITED,12636.968253968253
2142,DHARIWAL,DHARIWALCORP LIMITED,12603.706827272728
2143,INDSWFTLTD,IND-SWIFT LIMITED,12569.337606805555
2144,SKIL,SKIL INFRASTRUCTURE LIMITED,12564.339918666665
2145,GROBTEA,THE GROB TEA COMPANY LIMITED,12533.155319285715
2146,AGRITECH,AGRI-TECH (INDIA) LIMITED,12514.274142857144
2147,TIMESGTY,TIMES GUARANTY LIMITED,12499.6348945
2148,ENERGYDEV,ENERGY DEVELOPMENT COMPANY LIMITED,12489.069444444443
2149,ALKALI,ALKALI METALS LIMITED,12472.753633246028
2150,YAARI,YAARI DIGI INT SER LIMITED,12456.745055340516
2151,VINNY,VINNY OVERSEAS LIMITED,12306.142395226188
2152,AAKASH,AAKASH EXPLORATION SERVICES LIMITED,12305.25
2153,PALREDTEC,PALRED TECHNOLOGIES LIMITED,12262.836746642859
2154,BLUEPEBBLE,BLUE PEBBLE LIMITED,12262.278095238094
2155,NAGREEKEXP,NAGREEKA EXPORTS LIMITED,12212.876526825397
2156,OBCL,ORISSA BENGAL CARRIER LIMITED,12125.08064121428
2157,LAMOSAIC,LAMOSAIC INDIA LIMITED,12033.206357454546
2158,AVIANSH,AVI ANSH TEXTILE LIMITED,12002.797832265625
2159,MARCO,MARCO CABLES & CONDUCTORS LIMITED,11995.482702380952
2160,SECURKLOUD,SECUREKLOUD TECHNOLOGIES LIMITED,11986.66441984921
2161,PARAMATRIX,PARAMATRIX TECHNOLOGIES LIMITED,11914.804888888888
2162,CEREBRAINT,CEREBRA INTEGRATED TECHNOLOGIES LIMITED,11808.35237978572
2163,HECPROJECT,HEC INFRA PROJECTS LIMITED,11771.481945253963
2164,ASPIRE,ASPIRE & INNOVATIVE ADVERTISING LIMITED,11690.011277777776
2165,TOKYOPLAST,TOKYO PLAST INTERNATIONAL LIMITED,11681.096567936509
2166,PARASPETRO,PARAS PETROFILS LIMITED,11640.43997142857
2167,SUVIDHAA,SUVIDHAA INFOSERVE LIMITED,11618.628255126981
2168,VLINFRA,V.L.INFRAPROJECTS LIMITED,11592.045106132076
2169,GRAPHISAD,GRAPHISADS LIMITED,11533.196757936508
2170,MCL,MADHAV COPPER LIMITED,11510.744474285715
2171,SAIFL,SAMEERA AGRO AND INFRA LIMITED,11492.957
2172,DIVYADHAN,DIVYADHAN RECYCLING INDUSTRIES LIMITED,11467.308161399998
2173,DANGEE,DANGEE DUMS LIMITED,11465.516190476192
2174,MCON,MCON RASAYAN INDIA LIMITED,11296.148870039682
2175,ARIHANTACA,ARIHANT ACADEMY LIMITED,11263.921485714285
2176,CADSYS,CADSYS (INDIA) LIMITED,11259.64482142857
2177,SAMBHAAV,SAMBHAAV MEDIA LIMITED,11209.71249288889
2178,DURLAX,DURLAX TOP SURFACE LIMITED,11095.559304634922
2179,CINEVISTA,CINEVISTA LIMITED,10988.600526587303
2180,GLOBALPET,GLOBAL PET INDUSTRIES LIMITED,10954.867115365083
2181,BIOFILCHEM,BIOFIL CHEMICALS & PHARMACEUTICALS LIMITED,10924.020732857143
2182,ARSHIYA,ARSHIYA LIMITED,10913.925187657142
2183,MIEL,MANGLAM INFRA & ENGINEERING LIMITED,10846.857261428571
2184,NEELAM,NEELAM LINENS AND GARMENTS (INDIA) LIMITED,10802.4774
2185,ORIENTLTD,ORIENT PRESS LIMITED,10800.904761904761
2186,DAMODARIND,DAMODAR INDUSTRIES LIMITED,10793.540079365079
2187,SECMARK,SECMARK CONSULTANCY LIMITED,10765.538595773809
2188,ARVINDPORT,ARVIND PORT AND INFRA LIMITED,10720.99685952381
2189,ABHAPOWER,ABHA POWER AND STEEL LIMITED,10720.286375789474
2190,MYMUDRA,MY MUDRA FINCORP LIMITED,10712.620884
2191,21STCENMGM,21ST CENTURY MANAGEMENT SERVICES LIMITED,10710.408333333333
2192,MOKSH,MOKSH ORNAMENTS LIMITED,10705.282809908733
2193,ONYX,ONYX BIOTEC LIMITED,10681.544707407407
2194,LCCINFOTEC,LCC INFOTECH LIMITED,10617.866524880952
2195,RILINFRA,RACHANA INFRASTRUCTURE LIMITED,10591.560714285715
2196,DELTAMAGNT,DELTA MANUFACTURING LIMITED,10589.599395999996
2197,SATIPOLY,SATI POLY PLAST LIMITED,10582.251375
2198,SLONE,SLONE INFOSYSTEMS LIMITED,10555.610285416667
2199,ASTRON,ASTRON PAPER & BOARD MILL LIMITED,10510.180952380953
2200,DIGJAMLMTD,DIGJAM LIMITED,10423.665079365079
2201,UNILEX,UNILEX COLOURS AND CHEMICALS LIMITED,10410.754573770491
2202,BLBLIMITED,BLB LIMITED,10348.332296916666
2203,HISARMETAL,HISAR METAL INDUSTRIES LIMITED,10313.494285714285
2204,MHHL,MOHINI HEALTH & HYGIENE LIMITED,10273.61398015873
2205,SIMBHALS,SIMBHAOLI SUGARS LIMITED,10242.438740317462
2206,GANGAFORGE,GANGA FORGING LIMITED,10169.16919311112
2207,MEP,MEP INFRASTRUCTURE DEVELOPERS LIMITED,10159.524529092309
2208,PRECISION,PRECISION METALIKS LIMITED,10101.992772357144
2209,PROLIFE,PROLIFE INDUSTRIES LIMITED,10066.221721904762
2210,MAL,MANGALAM ALLOYS LIMITED,10059.025452361111
2211,GSMFOILS,GSM FOILS LIMITED,10048.247486543652
2212,DOLLEX,DOLLEX AGROTECH LIMITED,10024.453841269842
2213,FORGEAUTO,FORGE AUTO INTERNATIONAL LIMITED,9987.887
2214,AUROIMPEX,AURO IMPEX & CHEMICALS LIMITED,9833.166977777779
2215,ATALREAL,ATAL REALTECH LIMITED,9819.335488095237
2216,SYNOPTICS,SYNOPTICS TECHNOLOGIES LIMITED,9787.535238095239
2217,PPSL,PICTUREPOST STUDIOS LIMITED,9756.451530612245
2218,WOL3D,WOL 3D INDIA LIMITED,9638.571111111112
2219,PRANIK,PRANIK LOGISTICS LIMITED,9614.45157362745
2220,CLOUD,VARANIUM CLOUD LIMITED,9584.001105714291
2221,SILKFLEX,SILKFLEX POLYMERS (INDIA) LIMITED,9555.002154761905
2222,AVSL,AVSL INDUSTRIES LIMITED,9544.566460952381
2223,DIL,DEBOCK INDUSTRIES LIMITED,9543.4398995754
2224,ARABIAN,ARABIAN PETROLEUM LIMITED,9516.668888888888
2225,MADHUCON,MADHUCON PROJECTS LIMITED,9506.662429206352
2226,HBSL,HB STOCKHOLDINGS LIMITED,9504.361764039684
2227,PNC,PRITISH NANDY COMMUNICATIONS LIMITED,9454.804514285715
2228,HOVS,HOV SERVICES LIMITED,9449.97750357143
2229,CELEBRITY,CELEBRITY FASHIONS LIMITED,9348.012949599204
2230,ARCHIES,ARCHIES LIMITED,9208.428
2231,SIDDHIKA,SIDDHIKA COATINGS LIMITED,9084.159833333333
2232,KONTOR,KONTOR SPACE LIMITED,9023.118809523809
2233,AGROPHOS,AGRO PHOS INDIA LIMITED,8973.999102833333
2234,PATTECH,PATTECH FITWELL TUBE COMPONENTS LIMITED,8931.662050785715
2235,BABAFP,BABA FOOD PROCESSING (INDIA) LIMITED,8905.275388742064
2236,KARMAENG,KARMA ENERGY LIMITED,8837.727776678566
2237,LEXUS,LEXUS GRANITO (INDIA) LIMITED,8835.572993079362
2238,MAHICKRA,MAHICKRA CHEMICALS LIMITED,8760.974330158731
2239,SERVICE,SERVICE CARE LIMITED,8699.094535714285
2240,PRESSTONIC,PRESSTONIC ENGINEERING LIMITED,8658.619734285714
2241,AGNI,AGNI GREEN POWER LIMITED,8633.994004761904
2242,CLSL,CROP LIFE SCIENCE LIMITED,8631.146269841269
2243,TREEHOUSE,TREE HOUSE EDUCATION & ACCESSORIES LIMITED,8572.085522511907
2244,PREMIUM,PREMIUM PLAST LIMITED,8549.6414625
2245,AKSHAR,AKSHAR SPINTEX LIMITED,8546.414082142857
2246,SAJHOTELS,SAJ HOTELS LIMITED,8490.769067796611
2247,OMFURN,OMFURN INDIA LIMITED,8490.603942857142
2248,RADIOWALLA,RADIOWALLA NETWORK LIMITED,8472.427179047618
2249,AROGRANITE,ARO GRANITE INDUSTRIES LIMITED,8449.740714285716
2250,SVPGLOB,SVP GLOBAL TEXTILES LIMITED,8437.349206349207
2251,DEEM,DEEM ROLL TECH LIMITED,8344.914499333336
2252,BULKCORP,BULKCORP INTERNATIONAL LIMITED,8332.42740594059
2253,KAVVERITEL,KAVVERI TELECOM PRODUCTS LIMITED,8329.207611111106
2254,RELIABLE,RELIABLE DATA SERVICES LIMITED,8325.47980952381
2255,AMEYA,AMEYA PRECISION ENGINEERS LIMITED,8315.744047619048
2256,AKIKO,AKIKO GLOBAL SERVICES LIMITED,8275.9206592
2257,MEDIORG,MEDICAMEN ORGANICS LIMITED,8150.257142857143
2258,TRIDHYA,TRIDHYA TECH LIMITED,8144.053873015873
2259,NIBL,NRB INDUSTRIAL BEARINGS LIMITED,8136.4407325793645
2260,ARISTO,ARISTO BIO-TECH AND LIFESCIENCE LIMITED,8127.702747619047
2261,3PLAND,3P LAND HOLDINGS LIMITED,8125.614285714285
2262,PENTAGON,PENTAGON RUBBER LIMITED,8105.749404761905
2263,BMETRICS,BOMBAY METRICS SUPPLY CHAIN LIMITED,8092.566516190476
2264,QUICKTOUCH,QUICKTOUCH TECHNOLOGIES LIMITED,8092.19856747619
2265,SHIVAMILLS,SHIVA MILLS LIMITED,8083.752960527779
2266,CPS,C P S SHAPERS LIMITED,8066.983333333334
2267,BALKRISHNA,BALKRISHNA PAPER MILLS LIMITED,8060.099495666668
2268,ROML,RAJ OIL MILLS LIMITED,7977.465351821431
2269,JFLLIFE,JFL LIFE SCIENCES LIMITED,7955.146188539677
2270,MBECL,MCNALLY BHARAT ENGINEERING COMPANY LIMITED,7928.1349233730225
2271,BANG,BANG OVERSEAS LIMITED,7919.255238095238
2272,MALUPAPER,MALU PAPER MILLS LIMITED,7844.235783531745
2273,SITINET,SITI NETWORKS LIMITED,7716.984448563487
2274,BANARBEADS,BANARAS BEADS LIMITED,7711.721845146825
2275,WEWIN,WE WIN LIMITED,7689.828671428572
2276,HRHNEXT,HRH NEXT SERVICES LIMITED,7643.194186944442
2277,SANGANI,SANGANI HOSPITALS LIMITED,7635.240660357143
2278,VISHWAS,VISHWAS AGRI SEEDS LIMITED,7593.1349206349205
2279,MARSHALL,MARSHALL MACHINES LIMITED,7564.848995825397
2280,RCDL,RAJGOR CASTOR DERIVATIVES LIMITED,7563.957620047616
2281,MAGSON,MAGSON RETAIL AND DISTRIBUTION LIMITED,7543.881150793652
2282,KEEPLEARN,DSJ KEEP LEARNING LIMITED,7532.63380563492
2283,REXPIPES,REX PIPES AND CABLES INDUSTRIES LIMITED,7531.65
2284,VIAZ,VIAZ TYRES LIMITED,7508.939313492063
2285,MVKAGRO,M.V.K. AGRO FOOD PRODUCT LIMITED,7504.597658730158
2286,VDEAL,VDEAL SYSTEM LIMITED,7499.222211219512
2287,JETFREIGHT,JET FREIGHT LOGISTICS LIMITED,7432.413060817461
2288,SEYAIND,SEYA INDUSTRIES LIMITED,7361.658722281252
2289,FMNL,FUTURE MARKET NETWORKS LIMITED,7355.496325956349
2290,SHEETAL,SHEETAL UNIVERSAL LIMITED,7302.608378428572
2291,SILGO,SILGO RETAIL LIMITED,7296.48926894445
2292,GOLDENTOBC,GOLDEN TOBACCO LIMITED,7203.607170575399
2293,LFIC,LAKSHMI FINANCE & INDUSTRIAL CORPORATION LIMITED,7187.835714285715
2294,AMBANIORGO,AMBANI ORGOCHEM LIMITED,7186.247062484126
2295,VERTEXPLUS,VERTEXPLUS TECHNOLOGIES LIMITED,7139.701355555556
2296,MILTON,MILTON INDUSTRIES LIMITED,7068.50375
2297,MANUGRAPH,MANUGRAPH INDIA LIMITED,7035.7760552976215
2298,ORIENTALTL,ORIENTAL TRIMEX LIMITED,7004.740638242061
2299,RKDL,RAVI KUMAR DISTILLERIES LIMITED,6998.4
2300,UMA,UMA CONVERTER LIMITED,6886.6600516984145
2301,VSCL,VADIVARHE SPECIALITY CHEMICALS LIMITED,6808.082504960317
2302,SUPREMEENG,SUPREME ENGINEERING LIMITED,6802.409087301587
2303,DNAMEDIA,DILIGENT MEDIA CORPORATION LIMITED,6755.132366345238
2304,ROLLT,ROLLATAINERS LIMITED,6749.539682539682
2305,YUDIZ,YUDIZ SOLUTIONS LIMITED,6719.673970734127
2306,GSTL,GLOBESECURE TECHNOLOGIES LIMITED,6638.019067305557
2307,UCL,USHANTI COLOUR CHEM LIMITED,6612.182945714286
2308,SIGNORIA,SIGNORIA CREATION LIMITED,6594.474714285715
2309,ITALIANE,ITALIAN EDIBLES LIMITED,6588.439684944443
2310,COMMITTED,COMMITTED CARGO CARE LIMITED,6582.317180952381
2311,AKG,AKG EXIM LIMITED,6512.937104746033
2312,JAIPURKURT,NANDANI CREATION LIMITED,6490.739782742064
2313,MONOPHARMA,MONO PHARMACARE LIMITED,6481.558454031744
2314,PHOGLOBAL,PHOENIX OVERSEAS LIMITED,6478.648918515626
2315,BURNPUR,BURNPUR CEMENT LIMITED,6476.415392253973
2316,GODHA,GODHA CABCON & INSULATION LIMITED,6439.081333134921
2317,ROLTA,ROLTA INDIA LIMITED,6349.491612632811
2318,VELS,VELS FILM INTERNATIONAL LIMITED,6315.6487777777775
2319,QVCEL,QVC EXPORTS LIMITED,6291.920837302325
2320,MFML,MAHALAXMI FABRIC MILLS LIMITED,6275.093245063219
2321,AGARWALFT,AGARWAL FLOAT GLASS INDIA LIMITED,6272.486935999999
2322,ABMINTLLTD,ABM INTERNATIONAL LIMITED,6229.021866666666
2323,TVVISION,TV VISION LIMITED,6196.936778174603
2324,AKASH,AKASH INFRA PROJECTS LIMITED,6163.577368123017
2325,SPPPOLY,SPP POLYMER LIMITED,6158.708544166666
2326,KTL,KALAHRIDHAAN TRENDZ LIMITED,6104.044892857142
2327,PEARLPOLY,PEARL POLYMERS LIMITED,6074.430936230159
2328,UWCSL,ULTRA WIRING CONNECTIVITY SYSTEM LIMITED,6053.652789396826
2329,AATMAJ,AATMAJ HEALTHCARE LIMITED,5989.627777777778
2330,CELLPOINT,CELL POINT (INDIA) LIMITED,5958.556073015873
2331,PARAMOUNT,PARAMOUNT DYE TEC LIMITED,5901.792003956897
2332,DKEGL,D.K. ENTERPRISES GLOBAL LIMITED,5891.217746031745
2333,WINNY,WINNY IMMIGRATION & EDUCATION SERVICES LIMITED,5861.393888888889
2334,LRRPL,LEAD RECLAIM AND RUBBER PRODUCTS LIMITED,5852.655122027777
2335,SUPERSPIN,SUPER SPINNING MILLS LIMITED,5832.968253968254
2336,ICDSLTD,ICDS LIMITED,5813.630114285715
2337,LAXMICOT,LAXMI COTSPIN LIMITED,5788.509021523811
2338,VISAMAN,VISAMAN GLOBAL SALES LIMITED,5773.634820079364
2339,MICROPRO,MICROPRO SOFTWARE SOLUTIONS LIMITED,5735.818453174603
2340,KANANIIND,KANANI INDUSTRIES LIMITED,5697.028019047619
2341,GTECJAINX,G-TEC JAINX EDUCATION LIMITED,5680.680905730158
2342,THESL,THINKING HATS ENTERTAINMENT SOLUTIONS LIMITED,5561.182958606558
2343,ASHOKAMET,ASHOKA METCAST LIMITED,5537.605904761905
2344,ADL,ARCHIDPLY DECOR LIMITED,5523.8669821428575
2345,KSHITIJPOL,KSHITIJ POLYLINE LIMITED,5522.3822919087315
2346,ANKITMETAL,ANKIT MET & POW LIMITED     ,5465.930229255318
2347,ISHAN,ISHAN INTERNATIONAL LIMITED,5453.076460119047
2348,HOACFOODS,HOAC FOODS INDIA LIMITED,5442.53439
2349,VINEETLAB,VINEET LABORATORIES LIMITED,5377.322982960319
2350,IDEALTECHO,IDEAL TECHNOPLAST INDUSTRIES LIMITED,5359.738372093023
2351,KALANA,KALANA ISPAT LIMITED,5352.786045353847
2352,COUNCODOS,COUNTRY CONDO'S LIMITED,5349.163716984127
2353,SRPL,SHREE RAM PROTEINS LIMITED,5347.18
2354,TECHIN,TECHINDIA NIRMAN LIMITED ,5296.007028
2355,NEXTMEDIA,NEXT MEDIAWORKS LIMITED,5212.709490325397
2356,AILIMITED,ABHISHEK INTEGRATIONS LIMITED,5171.763986190476
2357,MEGAFLEX,MEGA FLEX PLASTICS LIMITED,5152.672346134921
2358,SHRENIK,SHRENIK LIMITED,5144.685714285714
2359,SONUINFRA,SONU INFRATECH LIMITED,5125.676190476191
2360,NARMADA,NARMADA AGROBASE LIMITED,5071.115884071428
2361,NGIL,NAKODA GROUP OF INDUSTRIES LIMITED,5069.373394591268
2362,BINANIIND,BINANI INDUSTRIES LIMITED,5057.248055380953
2363,TAPIFRUIT,TAPI FRUIT PROCESSING LIMITED,5047.530337301588
2364,WALPAR,WALPAR NUTRITIONS LIMITED,5019.674607460318
2365,PODDARHOUS,PODDAR HOUSE & DVPT LIMITED,4997.5517528695655
2366,AMBICAAGAR,AMBICA AGARBATHIES & AROMA INDUSTRIES LIMITED,4983.300068571429
2367,SGL,STL GLOBAL LIMITED,4978.195609634921
2368,TNTELE,TAMILNADU TELECOMMUNICATION LIMITED,4956.760538571429
2369,PERFECT,PERFECT INFRAENGINEERS LIMITED,4953.239684656251
2370,MANDEEP,MANDEEP AUTO INDUSTRIES LIMITED,4949.964150111109
2371,TIMESCAN,TIMESCAN LOGISTICS (INDIA) LIMITED,4890.463063492063
2372,CONTI,CONTINENTAL SEEDS AND CHEMICALS LIMITED,4884.398950476192
2373,SAGARDEEP,SAGARDEEP ALLOYS LIMITED,4821.896840476191
2374,ADROITINFO,ADROIT INFOTECH LIMITED,4785.753874400793
2375,MADHAV,MADHAV MARBLES AND GRANITES LIMITED,4779.004546031746
2376,TARAPUR,TARAPUR TRANSFORMERS LIMITED,4771.559834503969
2377,JETKNIT,JET KNITWEARS LIMITED,4714.070603174603
2378,FLFL,FUTURE LIFESTYLE FASHIONS LIMITED,4706.639144230158
2379,KKVAPOW,KKV AGRO POWERS LIMITED,4690.820890376984
2380,LIBAS,LIBAS CONSUMER PRODUCTS LIMITED,4676.476575952382
2381,ASLIND,ASL INDUSTRIES LIMITED,4644.844555913043
